Census_Region,Census_Region_Code,Ten_Year_Age_Groups,Gender,Gender_Code,Year,Year_Code,Deaths,Population,Crude_Rate
Census Region 4: West,CENS-R4,65-74 years,Male,M,2012,2012,2229,2493214,89.4
Census Region 4: West,CENS-R4,65-74 years,Male,M,2013,2013,2464,2647553,93.1
Census Region 4: West,CENS-R4,65-74 years,Male,M,2014,2014,2695,2792632,96.5
Census Region 4: West,CENS-R4,65-74 years,Male,M,2015,2015,2964,2936417,100.9
Census Region 4: West,CENS-R4,65-74 years,Male,M,2016,2016,3199,3062280,104.5
Census Region 4: West,CENS-R4,65-74 years,Male,M,2017,2017,3502,3173232,110.4
Census Region 4: West,CENS-R4,65-74 years,Male,M,2018,2018,3824,3274564,116.8
Census Region 4: West,CENS-R4,65-74 years,Male,M,2019,2019,3894,3383875,115.1
Census Region 4: West,CENS-R4,65-74 years,Male,M,2020,2020,4179,3487851,119.8
Census Region 4: West,CENS-R4,75-84 years,Female,F,1999,1999,1186,1409172,84.2
Census Region 4: West,CENS-R4,75-84 years,Female,F,2000,2000,1154,1434728,80.4
Census Region 4: West,CENS-R4,75-84 years,Female,F,2001,2001,1158,1471345,78.7
Census Region 4: West,CENS-R4,75-84 years,Female,F,2002,2002,1386,1495459,92.7
Census Region 4: West,CENS-R4,75-84 years,Female,F,2003,2003,1303,1512154,86.2
Census Region 4: West,CENS-R4,75-84 years,Female,F,2004,2004,1388,1523413,91.1
Census Region 4: West,CENS-R4,75-84 years,Female,F,2005,2005,1431,1536888,93.1
Census Region 4: West,CENS-R4,75-84 years,Female,F,2006,2006,1437,1537431,93.5
Census Region 4: West,CENS-R4,75-84 years,Female,F,2007,2007,1427,1533971,93
Census Region 4: West,CENS-R4,75-84 years,Female,F,2008,2008,1335,1531123,87.2
Census Region 4: West,CENS-R4,75-84 years,Female,F,2009,2009,1301,1529143,85.1
Census Region 4: West,CENS-R4,75-84 years,Female,F,2010,2010,1390,1533399,90.6
Census Region 4: West,CENS-R4,75-84 years,Female,F,2011,2011,1416,1549312,91.4
Census Region 4: West,CENS-R4,75-84 years,Female,F,2012,2012,1462,1568211,93.2
Census Region 4: West,CENS-R4,75-84 years,Female,F,2013,2013,1416,1597226,88.7
Census Region 4: West,CENS-R4,75-84 years,Female,F,2014,2014,1465,1637031,89.5
Census Region 4: West,CENS-R4,75-84 years,Female,F,2015,2015,1555,1677217,92.7
Census Region 4: West,CENS-R4,75-84 years,Female,F,2016,2016,1666,1723329,96.7
Census Region 4: West,CENS-R4,75-84 years,Female,F,2017,2017,1744,1773420,98.3
Census Region 4: West,CENS-R4,75-84 years,Female,F,2018,2018,1766,1861970,94.8
Census Region 4: West,CENS-R4,75-84 years,Female,F,2019,2019,1929,1946080,99.1
Census Region 4: West,CENS-R4,75-84 years,Female,F,2020,2020,1906,2019622,94.4
Census Region 4: West,CENS-R4,75-84 years,Male,M,1999,1999,1711,1001994,170.8
Census Region 4: West,CENS-R4,75-84 years,Male,M,2000,2000,1844,1017963,181.1
Census Region 4: West,CENS-R4,75-84 years,Male,M,2001,2001,1834,1048642,174.9
Census Region 4: West,CENS-R4,75-84 years,Male,M,2002,2002,1886,1069076,176.4
Census Region 4: West,CENS-R4,75-84 years,Male,M,2003,2003,1974,1087185,181.6
Census Region 4: West,CENS-R4,75-84 years,Male,M,2004,2004,1941,1102577,176
Census Region 4: West,CENS-R4,75-84 years,Male,M,2005,2005,2041,1122599,181.8
Census Region 4: West,CENS-R4,75-84 years,Male,M,2006,2006,2009,1132559,177.4
Census Region 4: West,CENS-R4,75-84 years,Male,M,2007,2007,2003,1141111,175.5
Census Region 4: West,CENS-R4,75-84 years,Male,M,2008,2008,2026,1150876,176
Census Region 4: West,CENS-R4,75-84 years,Male,M,2009,2009,2001,1160974,172.4
Census Region 4: West,CENS-R4,75-84 years,Male,M,2010,2010,1968,1176359,167.3
Census Region 4: West,CENS-R4,75-84 years,Male,M,2011,2011,2029,1207519,168
Census Region 4: West,CENS-R4,75-84 years,Male,M,2012,2012,2038,1235120,165
Census Region 4: West,CENS-R4,75-84 years,Male,M,2013,2013,2128,1270541,167.5
Census Region 4: West,CENS-R4,75-84 years,Male,M,2014,2014,2283,1311778,174
Census Region 4: West,CENS-R4,75-84 years,Male,M,2015,2015,2389,1352110,176.7
Census Region 4: West,CENS-R4,75-84 years,Male,M,2016,2016,2517,1393769,180.6
Census Region 4: West,CENS-R4,75-84 years,Male,M,2017,2017,2707,1441423,187.8
Census Region 4: West,CENS-R4,75-84 years,Male,M,2018,2018,2869,1521348,188.6
Census Region 4: West,CENS-R4,75-84 years,Male,M,2019,2019,3111,1590354,195.6
Census Region 4: West,CENS-R4,75-84 years,Male,M,2020,2020,2975,1653912,179.9
Census Region 4: West,CENS-R4,85+ years,Female,F,1999,1999,1240,535086,231.7
Census Region 4: West,CENS-R4,85+ years,Female,F,2000,2000,1340,548973,244.1
Census Region 4: West,CENS-R4,85+ years,Female,F,2001,2001,1313,563519,233
Census Region 4: West,CENS-R4,85+ years,Female,F,2002,2002,1480,573644,258
Census Region 4: West,CENS-R4,85+ years,Female,F,2003,2003,1543,589496,261.7
Census Region 4: West,CENS-R4,85+ years,Female,F,2004,2004,1589,601873,264
Census Region 4: West,CENS-R4,85+ years,Female,F,2005,2005,1662,625014,265.9
Census Region 4: West,CENS-R4,85+ years,Female,F,2006,2006,1792,649249,276
Census Region 4: West,CENS-R4,85+ years,Female,F,2007,2007,2007,675432,297.1
Census Region 4: West,CENS-R4,85+ years,Female,F,2008,2008,2099,699920,299.9
Census Region 4: West,CENS-R4,85+ years,Female,F,2009,2009,2124,727941,291.8
Census Region 4: West,CENS-R4,85+ years,Female,F,2010,2010,2268,746892,303.7
Census Region 4: West,CENS-R4,85+ years,Female,F,2011,2011,2567,784304,327.3
Census Region 4: West,CENS-R4,85+ years,Female,F,2012,2012,2561,806627,317.5
Census Region 4: West,CENS-R4,85+ years,Female,F,2013,2013,2697,822014,328.1
Census Region 4: West,CENS-R4,85+ years,Female,F,2014,2014,2636,840272,313.7
Census Region 4: West,CENS-R4,85+ years,Female,F,2015,2015,2958,859479,344.2
Census Region 4: West,CENS-R4,85+ years,Female,F,2016,2016,3000,874392,343.1
Census Region 4: West,CENS-R4,85+ years,Female,F,2017,2017,3105,874920,354.9
Census Region 4: West,CENS-R4,85+ years,Female,F,2018,2018,3013,888532,339.1
Census Region 4: West,CENS-R4,85+ years,Female,F,2019,2019,3018,893240,337.9
Census Region 4: West,CENS-R4,85+ years,Female,F,2020,2020,3030,902040,335.9
Census Region 4: West,CENS-R4,85+ years,Male,M,1999,1999,1029,248538,414
Census Region 4: West,CENS-R4,85+ years,Male,M,2000,2000,1084,257314,421.3
Census Region 4: West,CENS-R4,85+ years,Male,M,2001,2001,1124,268125,419.2
Census Region 4: West,CENS-R4,85+ years,Male,M,2002,2002,1249,276582,451.6
Census Region 4: West,CENS-R4,85+ years,Male,M,2003,2003,1278,289491,441.5
Census Region 4: West,CENS-R4,85+ years,Male,M,2004,2004,1341,300296,446.6
Census Region 4: West,CENS-R4,85+ years,Male,M,2005,2005,1420,317918,446.7
Census Region 4: West,CENS-R4,85+ years,Male,M,2006,2006,1511,336427,449.1
Census Region 4: West,CENS-R4,85+ years,Male,M,2007,2007,1641,356014,460.9
Census Region 4: West,CENS-R4,85+ years,Male,M,2008,2008,1695,373437,453.9
Census Region 4: West,CENS-R4,85+ years,Male,M,2009,2009,1684,391685,429.9
Census Region 4: West,CENS-R4,85+ years,Male,M,2010,2010,1885,404217,466.3
Census Region 4: West,CENS-R4,85+ years,Male,M,2011,2011,1921,430098,446.6
Census Region 4: West,CENS-R4,85+ years,Male,M,2012,2012,1971,445306,442.6
Census Region 4: West,CENS-R4,85+ years,Male,M,2013,2013,2075,459921,451.2
Census Region 4: West,CENS-R4,85+ years,Male,M,2014,2014,2277,479103,475.3
Census Region 4: West,CENS-R4,85+ years,Male,M,2015,2015,2369,497500,476.2
Census Region 4: West,CENS-R4,85+ years,Male,M,2016,2016,2498,512917,487
Census Region 4: West,CENS-R4,85+ years,Male,M,2017,2017,2588,522909,494.9
Census Region 4: West,CENS-R4,85+ years,Male,M,2018,2018,2491,536101,464.7
Census Region 4: West,CENS-R4,85+ years,Male,M,2019,2019,2682,548648,488.8
Census Region 4: West,CENS-R4,85+ years,Male,M,2020,2020,2732,560319,487.6
Census Region 4: West,CENS-R4,Not Stated,Female,F,1999,1999,13,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Female,F,2001,2001,15,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Female,F,2002,2002,10,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Female,F,2003,2003,13,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Female,F,2004,2004,13,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,1999,1999,75,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2000,2000,57,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2001,2001,66,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2002,2002,51,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2003,2003,55,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2004,2004,68,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2005,2005,43,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2006,2006,51,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2007,2007,31,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2008,2008,13,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2009,2009,35,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2013,2013,19,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2016,2016,12,Not Applicable,Not Applicable
Census Region 4: West,CENS-R4,Not Stated,Male,M,2020,2020,12,Not Applicable,Not Applicable
